fanyi,title
一边喝酒一边高歌，人生短促日月如梭。好比晨露转瞬即逝，失去的时日实在太多！席上歌声激昂慷慨，忧郁长久填满心窝。靠什么来排解忧闷？唯有狂饮方可解脱。那穿着青领（周代学士的服装）的学子哟，你们令我朝夕思慕。只是因为您的缘故，让我沉痛吟诵至今。阳光下鹿群呦呦欢鸣，悠然自得啃食在绿坡。一旦四方贤才光临舍下，我将奏瑟吹笙宴请嘉宾。当空悬挂的皓月哟，什么时候才可以拾到；我久蓄于怀的忧愤哟，突然喷涌而出汇成长河。远方宾客踏着田间小路，一个个屈驾前来探望我。彼此久别重逢谈心宴饮，争着将往日的情谊诉说。月光明亮星光稀疏，一群寻巢乌鹊向南飞去。绕树飞了三周却没敛翅，哪里才有它们栖身之所？高山不辞土石才见巍峨，大海不弃涓流才见壮阔。我愿如周公一般礼贤下士，愿天下的英杰真心归顺与我。,短歌行
我姑且抒发一下少年的豪情壮志，左手牵着黄犬，右臂擎着苍鹰，戴着华美鲜艳的帽子，穿着貂皮做的衣服，带着上千骑的随从疾风般席卷平坦的山冈。为了报答满城的人跟随我出猎的盛情厚意，我要像孙权一样，亲自射杀猛虎。我痛饮美酒，心胸开阔，胆气更为豪壮，（虽然）两鬓微微发白，（但）这又有何妨？什么时候皇帝会派人下来，就像汉文帝派遣冯唐去云中赦免魏尚的罪（一样信任我）呢？我将使尽力气拉满雕弓就像满月一样，朝着西北瞄望，射向西夏军队。,江城子·密州出猎
乘单车想去慰问边关，路经的属国已过居延。千里飞蓬也飘出汉塞，北归大雁正翱翔云天。浩瀚沙漠中孤烟直上，无尽黄河上落日浑圆。到萧关遇到侦候骑士，告诉我都护已在燕然。,使至塞上
游玩蕲水的清泉寺，寺庙在兰溪的旁边，溪水向西流淌。山脚下刚生长出来的幼芽浸泡在溪水中，松林间的沙路被雨水冲洗的一尘不染，傍晚，下起了小雨，布谷鸟的叫声从松林中传出。谁说人生就不能再回到少年时期？门前的溪水还能向西边流淌！不要在老年感叹时光的飞逝啊！,浣溪沙·游蕲水清泉寺
香炉峰在阳光的照射下生起紫色烟霞，远远望见瀑布似白色绢绸悬挂在山前。高崖上飞腾直落的瀑布好像有几千尺，让人恍惚以为银河从天上泻落到人间。,望庐山瀑布
秋后的蝉叫得是那样地凄凉而急促，面对着长亭，正是傍晚时分，一阵急雨刚停住。在京都城外设帐饯别，却没有畅饮的心绪，正在依依不舍的时候，船上的人已催着出发。握着手互相瞧着，满眼泪花，直到最后也无言相对，千言万语都噎在喉间说不出来。想到这回去南方，这一程又一程，千里迢迢，一片烟波，那夜雾沉沉的楚地天空竟是一望无边。自古以来多情的人最伤心的是离别，更何况又逢这萧瑟冷落的秋季，这离愁哪能经受得了！谁知我今夜酒醒时身在何处？怕是只有杨柳岸边，面对凄厉的晨风和黎明的残月了。这一去长年相别，相爱的人不在一起，我料想即使遇到好天气、好风景，也如同虚设。即使有满腹的情意，又能和谁一同欣赏呢？,雨霖铃·寒蝉凄切
听一支新曲喝一杯美酒，还是去年的天气旧日的亭台，西落的夕阳何时再回来？那花儿落去我也无可奈何，那归来的燕子似曾相识，在小园的花径上独自徘徊。,浣溪沙·一曲新词酒一杯
老朋友预备丰盛的饭菜，要请我到他好客的农家。翠绿的树林围绕着村落，苍青的山峦在城外横卧。推开窗户面对谷场菜园，手举酒杯闲谈庄稼情况。等到九九重阳节到来时，再请君来这里观赏菊花。,过故人庄
京城里有个擅长表演口技的人。一天正赶上有一家人宴请宾客，在客厅的东北角，安放了一座八尺高的屏风，表演口技的艺人坐在屏风里面，里面只放了一张桌子、一把椅子、一把扇子、一块醒木罢了。客人们围绕着屏风而坐。一会儿，只听见屏风里面醒木一拍，全场静悄悄的，没有人敢大声说话。听到远远的深巷中传来一阵狗叫声，就有妇女惊醒后打呵欠和伸懒腰的声音，她的丈夫在说梦话。过了一会儿孩子醒了，大声哭着。丈夫也醒了。妇人抚慰孩子喂奶，孩子含着乳头哭，妇女又轻声哼唱着哄他入睡。又有一个大儿子醒了，絮絮叨叨地说个不停。在这时候，妇女用手拍孩子的声音，口里哼着哄孩子的声音，孩子边含乳头边哭的声音，大孩子刚醒过来的声音，丈夫责骂大孩子的声音，同时响起，各种声音都模仿得像极了。满座的宾客没有一个不伸长脖子，偏着头仔细听，微笑，默默赞叹，认为奇妙极了。过了一会儿，丈夫打起了呼噜声，妇女拍孩子的声音也渐渐消失。隐隐听到有老鼠作作索索的声音，盆子、器皿翻倒倾斜，妇女在梦中发出了咳嗽声。宾客们的心情稍微放松了些，渐渐端正了坐姿。忽然有一个人大声呼叫：“着火啦”，丈夫起来大声呼叫，妇人也起来大声呼叫。两个小孩子一齐哭了起来。一会儿，有成百上千人大声呼叫，成百上千的小孩哭叫，成百上千条狗汪汪地叫。中间夹杂着劈里啪啦，房屋倒塌的声音，烈火燃烧发出爆裂的声音，呼呼的风声，千百种声音一齐发出；又夹杂着成百上千人的求救的声音，救火的人们拉倒燃烧着的房屋时许许的声音，抢救东西的声音，救火的声音。凡是在这种情况下应该有的声音，没有一样没有的。即使一个人有上百只手，每只手有上百个指头，也不能指出其中的任何一种声音来；即使一个人有上百张嘴，每张嘴里有上百条舌头，也不能说出其中的一个地方来啊。在这种情况下，客人们没有不吓得变了脸色，离开座位，捋起衣袖露出手臂，两条大腿哆嗦打抖，几乎要争先恐后地逃跑。忽然醒木一拍，各种声响全部消失了。撤去屏风一看里面，一个人、一张桌子、一把椅子、一把扇子、一块醒木罢了。,口技
锅里煮着豆子，豆秸在锅底下燃烧，豆子在锅里面哭泣。豆子和豆秸本来是同一条根上生长出来的，豆秸怎能这样急迫地煎熬豆子呢？（版本一）,七步诗
到底是西湖六月天的景色，风光与其它季节确实不同。荷叶接天望不尽一片碧绿，阳光下荷花分外艳丽鲜红。,晓出净慈寺送林子方
应是常常想起一次郊游，一玩就到日暮时分，沉醉在其中不想回家。一直玩到没了兴致才乘舟返回，却迷途进入藕花池的深处。怎么才能把船划出去，不小心，却惊起了一群的鸥鹭。,如梦令·常记溪亭日暮
崇祯五年（公元1632年）十二月，我住在西湖边。大雪接连下了多天，湖中的行人、飞鸟的声音都消失了。这一天晚上八点左右，我撑着一叶小舟，穿着毛皮衣，带着火炉，独自前往湖心亭看雪。（湖面上）冰花一片弥漫，天和云和山和水，天光湖色全是白皑皑的。湖上的影子，只有一道长堤的痕迹，一点湖心亭的轮廓，和我的一叶小舟，舟中的两三粒人影罢了。,湖心亭看雪
从正面、侧面看庐山山岭连绵起伏、山峰耸立，从远处、近处、高处、低处看庐山，庐山呈现各种不同的样子。我之所以认不清庐山真正的面目，是因为我人身处在庐山之中。,题西林壁
"先帝开创的大业未完成一半却中途去世了。现在天下分为三国，益州地区民力匮乏，这确实是国家危急存亡的时期啊。不过宫廷里侍从护卫的官员不懈怠，战场上忠诚有志的将士们奋不顾身，大概是他们追念先帝对他们的特别的知遇之恩（作战的原因），想要报答在陛下您身上。（陛下）你实在应该扩大圣明的听闻，来发扬光大先帝遗留下来的美德，振奋有远大志向的人的志气，不应当随便看轻自己，说不恰当的话，以致于堵塞人们忠心地进行规劝的言路。皇宫中和朝廷里的大臣，本都是一个整体，奖惩功过，好坏，不应该有所不同。如果有做奸邪事情，犯科条法令和忠心做善事的人，应当交给主管的官，判定他们受罚或者受赏，来显示陛下公正严明的治理，而不应当有偏袒和私心，使宫内和朝廷奖罚方法不同。侍中、侍郎郭攸之、费祎、董允等人，这些都是善良诚实的人，他们的志向和心思忠诚无二，因此先帝把他们选拔出来辅佐陛下。我认为（所有的）宫中的事情，无论事情大小，都拿来跟他们商量，这样以后再去实施，一定能够弥补缺点和疏漏之处，可以获得很多的好处。将军向宠，性格和品行善良公正，精通军事，从前任用时，先帝称赞说他有才干，因此大家评议举荐他做中部督。我认为军队中的事情，都拿来跟他商讨，就一定能使军队团结一心，好的差的各自找到他们的位置。亲近贤臣，疏远小人，这是西汉之所以兴隆的原因；亲近小人，疏远贤臣，这是东汉之所以衰败的原因。先帝在世的时候，每逢跟我谈论这些事情，没有一次不对桓、灵二帝的做法感到叹息痛心遗憾的。侍中、尚书、长史、参军，这些人都是忠贞诚实、能够以死报国的忠臣，希望陛下亲近他们，信任他们，那么汉朝的兴隆就指日可待了。我本来是平民，在南阳务农亲耕，在乱世中苟且保全性命，不奢求在诸侯之中出名。先帝不因为我身份卑微，见识短浅，降低身份委屈自己，三次去我的茅庐拜访我，征询我对时局大事的意见，我因此十分感动，就答应为先帝奔走效劳。后来遇到兵败，在兵败的时候接受任务，在危机患难之间奉行使命，那时以来已经有二十一年了。先帝知道我做事小心谨慎，所以临终时把国家大事托付给我。接受遗命以来，我早晚忧愁叹息，只怕先帝托付给我的大任不能实现，以致损伤先帝的知人之明，所以我五月渡过泸水，深入到人烟稀少的地方。现在南方已经平定，兵员装备已经充足，应当激励、率领全军将士向北方进军，平定中原，希望用尽我平庸的才能，铲除奸邪凶恶的敌人，恢复汉朝的基业，回到旧日的国都。这就是我用来报答先帝，并且尽忠陛下的职责本分。至于处理事务，斟酌情理，有所兴革，毫无保留地进献忠诚的建议，那就是郭攸之、费祎、董允等人的责任了。希望陛下能够把讨伐曹魏，兴复汉室的任务托付给我，如果没有成功，就惩治我的罪过，（从而）用来告慰先帝的在天之灵。如果没有振兴圣德的建议，就责罚郭攸之、费祎、董允等人的怠慢,来揭示他们的过失；陛下也应自行谋划，征求、询问治国的好道理，采纳正确的言论，深切追念先帝临终留下的教诲。我感激不尽。今天将要告别陛下远行了，面对这份奏表禁不住热泪纵横，也不知说了些什么。",前出师表
草屋的茅檐又低又小，溪边长满了碧绿的小草。含有醉意的吴地方言，听起来温柔又美好，那满头白发的老人是谁家的呀？大儿子在溪东边的豆田锄草，二儿子正忙于编织鸡笼。最令人喜爱的是小儿子，他正横卧在溪头草丛，剥着刚摘下的莲蓬。,清平乐·村居
旅途在青山外，在碧绿的江水前行舟。潮水涨满，两岸之间水面宽阔，顺风行船恰好把帆儿高悬。夜幕还没有褪尽，旭日已在江上冉冉升起，还在旧年时分，江南已有了春天的气息。寄出去的家信不知何时才能到达，希望北归的大雁捎到洛阳去。,次北固山下
"浩浩荡荡的离别愁绪向着日落西斜的远处延伸,离开北京，马鞭向东一挥，感觉就是人在天涯一般。我辞官归乡，有如从枝头上掉下来的落花，但它却不是无情之物，化成了春天的泥土，还能起着培育下一代的作用。",己亥杂诗·其五
太阳渐渐西沉，已衔着西山了，天边的晚霞也逐渐开始消散，只残留有几分黯淡的色彩，映照着远处安静的村庄是多么的孤寂，拖出那长长的影子。雾淡淡飘起，几只乌黑的乌鸦栖息在佝偻的老树上，远处的一只大雁飞掠而下，划过天际。山清水秀；霜白的小草、火红的枫叶、金黄的花朵，在风中一齐摇曳着，颜色几尽妖艳。,天净沙·秋
荆溪水流量一天比一天少，河床上露出了白色的石头，天气慢慢地变凉了，枝头的红叶渐渐稀少。弯曲的山路上原来没有下雨，可这浓浓的青松翠柏中烟雾迷蒙，水气很重，似欲流欲滴，才沾湿了行人的衣裳。,山中
